Aya Text,Sura Number,Sura Name,Aya Number,Number of Ayat,Aya Words,Aya Word Count,Aya Letter Count,Aya Sequ Order,Order,Sura Name EN,Place,Note
فلما نسوا ما ذكروا به فتحنا عليهم أبوب كل شىء حتى إذا فرحوا بما أوتوا أخذنهم بغتة فإذا هم مبلسون,6,الأنعام,44,165,"['فلما', 'نسوا', 'ما', 'ذكروا', 'به', 'فتحنا', 'عليهم', 'أبوب', 'كل', 'شىء', 'حتى', 'إذا', 'فرحوا', 'بما', 'أوتوا', 'أخذنهم', 'بغتة', 'فإذا', 'هم', 'مبلسون']",20,96,833,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
فقطع دابر القوم الذين ظلموا والحمد لله رب العلمين,6,الأنعام,45,165,"['فقطع', 'دابر', 'القوم', 'الذين', 'ظلموا', 'والحمد', 'لله', 'رب', 'العلمين']",9,49,834,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
قل أرءيتم إن أخذ الله سمعكم وأبصركم وختم على قلوبكم من إله غير الله يأتيكم به انظر كيف نصرف الءايت ثم هم يصدفون,6,الأنعام,46,165,"['قل', 'أرءيتم', 'إن', 'أخذ', 'الله', 'سمعكم', 'وأبصركم', 'وختم', 'على', 'قلوبكم', 'من', 'إله', 'غير', 'الله', 'يأتيكم', 'به', 'انظر', 'كيف', 'نصرف', 'الءايت', 'ثم', 'هم', 'يصدفون']",23,111,835,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
قل أرءيتكم إن أتىكم عذاب الله بغتة أو جهرة هل يهلك إلا القوم الظلمون,6,الأنعام,47,165,"['قل', 'أرءيتكم', 'إن', 'أتىكم', 'عذاب', 'الله', 'بغتة', 'أو', 'جهرة', 'هل', 'يهلك', 'إلا', 'القوم', 'الظلمون']",14,68,836,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وما نرسل المرسلين إلا مبشرين ومنذرين فمن ءامن وأصلح فلا خوف عليهم ولا هم يحزنون,6,الأنعام,48,165,"['وما', 'نرسل', 'المرسلين', 'إلا', 'مبشرين', 'ومنذرين', 'فمن', 'ءامن', 'وأصلح', 'فلا', 'خوف', 'عليهم', 'ولا', 'هم', 'يحزنون']",15,79,837,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
والذين كذبوا بٔايتنا يمسهم العذاب بما كانوا يفسقون,6,الأنعام,49,165,"['والذين', 'كذبوا', 'بٔايتنا', 'يمسهم', 'العذاب', 'بما', 'كانوا', 'يفسقون']",8,50,838,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
قل لا أقول لكم عندى خزائن الله ولا أعلم الغيب ولا أقول لكم إنى ملك إن أتبع إلا ما يوحى إلى قل هل يستوى الأعمى والبصير أفلا تتفكرون,6,الأنعام,50,165,"['قل', 'لا', 'أقول', 'لكم', 'عندى', 'خزائن', 'الله', 'ولا', 'أعلم', 'الغيب', 'ولا', 'أقول', 'لكم', 'إنى', 'ملك', 'إن', 'أتبع', 'إلا', 'ما', 'يوحى', 'إلى', 'قل', 'هل', 'يستوى', 'الأعمى', 'والبصير', 'أفلا', 'تتفكرون']",28,130,839,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وأنذر به الذين يخافون أن يحشروا إلى ربهم ليس لهم من دونه ولى ولا شفيع لعلهم يتقون,6,الأنعام,51,165,"['وأنذر', 'به', 'الذين', 'يخافون', 'أن', 'يحشروا', 'إلى', 'ربهم', 'ليس', 'لهم', 'من', 'دونه', 'ولى', 'ولا', 'شفيع', 'لعلهم', 'يتقون']",17,81,840,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
ولا تطرد الذين يدعون ربهم بالغدوة والعشى يريدون وجهه ما عليك من حسابهم من شىء وما من حسابك عليهم من شىء فتطردهم فتكون من الظلمين,6,الأنعام,52,165,"['ولا', 'تطرد', 'الذين', 'يدعون', 'ربهم', 'بالغدوة', 'والعشى', 'يريدون', 'وجهه', 'ما', 'عليك', 'من', 'حسابهم', 'من', 'شىء', 'وما', 'من', 'حسابك', 'عليهم', 'من', 'شىء', 'فتطردهم', 'فتكون', 'من', 'الظلمين']",25,128,841,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وكذلك فتنا بعضهم ببعض ليقولوا أهؤلاء من الله عليهم من بيننا أليس الله بأعلم بالشكرين,6,الأنعام,53,165,"['وكذلك', 'فتنا', 'بعضهم', 'ببعض', 'ليقولوا', 'أهؤلاء', 'من', 'الله', 'عليهم', 'من', 'بيننا', 'أليس', 'الله', 'بأعلم', 'بالشكرين']",15,84,842,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وإذا جاءك الذين يؤمنون بٔايتنا فقل سلم عليكم كتب ربكم على نفسه الرحمة أنه من عمل منكم سوءا بجهلة ثم تاب من بعده وأصلح فأنه غفور رحيم,6,الأنعام,54,165,"['وإذا', 'جاءك', 'الذين', 'يؤمنون', 'بٔايتنا', 'فقل', 'سلم', 'عليكم', 'كتب', 'ربكم', 'على', 'نفسه', 'الرحمة', 'أنه', 'من', 'عمل', 'منكم', 'سوءا', 'بجهلة', 'ثم', 'تاب', 'من', 'بعده', 'وأصلح', 'فأنه', 'غفور', 'رحيم']",27,132,843,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وكذلك نفصل الءايت ولتستبين سبيل المجرمين,6,الأنعام,55,165,"['وكذلك', 'نفصل', 'الءايت', 'ولتستبين', 'سبيل', 'المجرمين']",6,40,844,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
قل إنى نهيت أن أعبد الذين تدعون من دون الله قل لا أتبع أهواءكم قد ضللت إذا وما أنا من المهتدين,6,الأنعام,56,165,"['قل', 'إنى', 'نهيت', 'أن', 'أعبد', 'الذين', 'تدعون', 'من', 'دون', 'الله', 'قل', 'لا', 'أتبع', 'أهواءكم', 'قد', 'ضللت', 'إذا', 'وما', 'أنا', 'من', 'المهتدين']",21,94,845,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
قل إنى على بينة من ربى وكذبتم به ما عندى ما تستعجلون به إن الحكم إلا لله يقص الحق وهو خير الفصلين,6,الأنعام,57,165,"['قل', 'إنى', 'على', 'بينة', 'من', 'ربى', 'وكذبتم', 'به', 'ما', 'عندى', 'ما', 'تستعجلون', 'به', 'إن', 'الحكم', 'إلا', 'لله', 'يقص', 'الحق', 'وهو', 'خير', 'الفصلين']",22,97,846,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
قل لو أن عندى ما تستعجلون به لقضى الأمر بينى وبينكم والله أعلم بالظلمين,6,الأنعام,58,165,"['قل', 'لو', 'أن', 'عندى', 'ما', 'تستعجلون', 'به', 'لقضى', 'الأمر', 'بينى', 'وبينكم', 'والله', 'أعلم', 'بالظلمين']",14,71,847,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وعنده مفاتح الغيب لا يعلمها إلا هو ويعلم ما فى البر والبحر وما تسقط من ورقة إلا يعلمها ولا حبة فى ظلمت الأرض ولا رطب ولا يابس إلا فى كتب مبين,6,الأنعام,59,165,"['وعنده', 'مفاتح', 'الغيب', 'لا', 'يعلمها', 'إلا', 'هو', 'ويعلم', 'ما', 'فى', 'البر', 'والبحر', 'وما', 'تسقط', 'من', 'ورقة', 'إلا', 'يعلمها', 'ولا', 'حبة', 'فى', 'ظلمت', 'الأرض', 'ولا', 'رطب', 'ولا', 'يابس', 'إلا', 'فى', 'كتب', 'مبين']",31,141,848,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وهو الذى يتوفىكم باليل ويعلم ما جرحتم بالنهار ثم يبعثكم فيه ليقضى أجل مسمى ثم إليه مرجعكم ثم ينبئكم بما كنتم تعملون,6,الأنعام,60,165,"['وهو', 'الذى', 'يتوفىكم', 'باليل', 'ويعلم', 'ما', 'جرحتم', 'بالنهار', 'ثم', 'يبعثكم', 'فيه', 'ليقضى', 'أجل', 'مسمى', 'ثم', 'إليه', 'مرجعكم', 'ثم', 'ينبئكم', 'بما', 'كنتم', 'تعملون']",22,115,849,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وهو القاهر فوق عباده ويرسل عليكم حفظة حتى إذا جاء أحدكم الموت توفته رسلنا وهم لا يفرطون,6,الأنعام,61,165,"['وهو', 'القاهر', 'فوق', 'عباده', 'ويرسل', 'عليكم', 'حفظة', 'حتى', 'إذا', 'جاء', 'أحدكم', 'الموت', 'توفته', 'رسلنا', 'وهم', 'لا', 'يفرطون']",17,87,850,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
ثم ردوا إلى الله مولىهم الحق ألا له الحكم وهو أسرع الحسبين,6,الأنعام,62,165,"['ثم', 'ردوا', 'إلى', 'الله', 'مولىهم', 'الحق', 'ألا', 'له', 'الحكم', 'وهو', 'أسرع', 'الحسبين']",12,58,851,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
قل من ينجيكم من ظلمت البر والبحر تدعونه تضرعا وخفية لئن أنجىنا من هذه لنكونن من الشكرين,6,الأنعام,63,165,"['قل', 'من', 'ينجيكم', 'من', 'ظلمت', 'البر', 'والبحر', 'تدعونه', 'تضرعا', 'وخفية', 'لئن', 'أنجىنا', 'من', 'هذه', 'لنكونن', 'من', 'الشكرين']",17,87,852,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
قل الله ينجيكم منها ومن كل كرب ثم أنتم تشركون,6,الأنعام,64,165,"['قل', 'الله', 'ينجيكم', 'منها', 'ومن', 'كل', 'كرب', 'ثم', 'أنتم', 'تشركون']",10,45,853,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
قل هو القادر على أن يبعث عليكم عذابا من فوقكم أو من تحت أرجلكم أو يلبسكم شيعا ويذيق بعضكم بأس بعض انظر كيف نصرف الءايت لعلهم يفقهون,6,الأنعام,65,165,"['قل', 'هو', 'القادر', 'على', 'أن', 'يبعث', 'عليكم', 'عذابا', 'من', 'فوقكم', 'أو', 'من', 'تحت', 'أرجلكم', 'أو', 'يلبسكم', 'شيعا', 'ويذيق', 'بعضكم', 'بأس', 'بعض', 'انظر', 'كيف', 'نصرف', 'الءايت', 'لعلهم', 'يفقهون']",27,131,854,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وكذب به قومك وهو الحق قل لست عليكم بوكيل,6,الأنعام,66,165,"['وكذب', 'به', 'قومك', 'وهو', 'الحق', 'قل', 'لست', 'عليكم', 'بوكيل']",9,40,855,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
لكل نبإ مستقر وسوف تعلمون,6,الأنعام,67,165,"['لكل', 'نبإ', 'مستقر', 'وسوف', 'تعلمون']",5,25,856,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وإذا رأيت الذين يخوضون فى ءايتنا فأعرض عنهم حتى يخوضوا فى حديث غيره وإما ينسينك الشيطن فلا تقعد بعد الذكرى مع القوم الظلمين,6,الأنعام,68,165,"['وإذا', 'رأيت', 'الذين', 'يخوضون', 'فى', 'ءايتنا', 'فأعرض', 'عنهم', 'حتى', 'يخوضوا', 'فى', 'حديث', 'غيره', 'وإما', 'ينسينك', 'الشيطن', 'فلا', 'تقعد', 'بعد', 'الذكرى', 'مع', 'القوم', 'الظلمين']",23,123,857,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وما على الذين يتقون من حسابهم من شىء ولكن ذكرى لعلهم يتقون,6,الأنعام,69,165,"['وما', 'على', 'الذين', 'يتقون', 'من', 'حسابهم', 'من', 'شىء', 'ولكن', 'ذكرى', 'لعلهم', 'يتقون']",12,58,858,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وذر الذين اتخذوا دينهم لعبا ولهوا وغرتهم الحيوة الدنيا وذكر به أن تبسل نفس بما كسبت ليس لها من دون الله ولى ولا شفيع وإن تعدل كل عدل لا يؤخذ منها أولئك الذين أبسلوا بما كسبوا لهم شراب من حميم وعذاب أليم بما كانوا يكفرون,6,الأنعام,70,165,"['وذر', 'الذين', 'اتخذوا', 'دينهم', 'لعبا', 'ولهوا', 'وغرتهم', 'الحيوة', 'الدنيا', 'وذكر', 'به', 'أن', 'تبسل', 'نفس', 'بما', 'كسبت', 'ليس', 'لها', 'من', 'دون', 'الله', 'ولى', 'ولا', 'شفيع', 'وإن', 'تعدل', 'كل', 'عدل', 'لا', 'يؤخذ', 'منها', 'أولئك', 'الذين', 'أبسلوا', 'بما', 'كسبوا', 'لهم', 'شراب', 'من', 'حميم', 'وعذاب', 'أليم', 'بما', 'كانوا', 'يكفرون']",45,219,859,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
قل أندعوا من دون الله ما لا ينفعنا ولا يضرنا ونرد على أعقابنا بعد إذ هدىنا الله كالذى استهوته الشيطين فى الأرض حيران له أصحب يدعونه إلى الهدى ائتنا قل إن هدى الله هو الهدى وأمرنا لنسلم لرب العلمين,6,الأنعام,71,165,"['قل', 'أندعوا', 'من', 'دون', 'الله', 'ما', 'لا', 'ينفعنا', 'ولا', 'يضرنا', 'ونرد', 'على', 'أعقابنا', 'بعد', 'إذ', 'هدىنا', 'الله', 'كالذى', 'استهوته', 'الشيطين', 'فى', 'الأرض', 'حيران', 'له', 'أصحب', 'يدعونه', 'إلى', 'الهدى', 'ائتنا', 'قل', 'إن', 'هدى', 'الله', 'هو', 'الهدى', 'وأمرنا', 'لنسلم', 'لرب', 'العلمين']",39,196,860,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وأن أقيموا الصلوة واتقوه وهو الذى إليه تحشرون,6,الأنعام,72,165,"['وأن', 'أقيموا', 'الصلوة', 'واتقوه', 'وهو', 'الذى', 'إليه', 'تحشرون']",8,45,861,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وهو الذى خلق السموت والأرض بالحق ويوم يقول كن فيكون قوله الحق وله الملك يوم ينفخ فى الصور علم الغيب والشهدة وهو الحكيم الخبير,6,الأنعام,73,165,"['وهو', 'الذى', 'خلق', 'السموت', 'والأرض', 'بالحق', 'ويوم', 'يقول', 'كن', 'فيكون', 'قوله', 'الحق', 'وله', 'الملك', 'يوم', 'ينفخ', 'فى', 'الصور', 'علم', 'الغيب', 'والشهدة', 'وهو', 'الحكيم', 'الخبير']",24,125,862,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وإذ قال إبرهيم لأبيه ءازر أتتخذ أصناما ءالهة إنى أرىك وقومك فى ضلل مبين,6,الأنعام,74,165,"['وإذ', 'قال', 'إبرهيم', 'لأبيه', 'ءازر', 'أتتخذ', 'أصناما', 'ءالهة', 'إنى', 'أرىك', 'وقومك', 'فى', 'ضلل', 'مبين']",14,71,863,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
وكذلك نرى إبرهيم ملكوت السموت والأرض وليكون من الموقنين,6,الأنعام,75,165,"['وكذلك', 'نرى', 'إبرهيم', 'ملكوت', 'السموت', 'والأرض', 'وليكون', 'من', 'الموقنين']",9,55,864,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
فلما جن عليه اليل رءا كوكبا قال هذا ربى فلما أفل قال لا أحب الءافلين,6,الأنعام,76,165,"['فلما', 'جن', 'عليه', 'اليل', 'رءا', 'كوكبا', 'قال', 'هذا', 'ربى', 'فلما', 'أفل', 'قال', 'لا', 'أحب', 'الءافلين']",15,68,865,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
فلما رءا القمر بازغا قال هذا ربى فلما أفل قال لئن لم يهدنى ربى لأكونن من القوم الضالين,6,الأنعام,77,165,"['فلما', 'رءا', 'القمر', 'بازغا', 'قال', 'هذا', 'ربى', 'فلما', 'أفل', 'قال', 'لئن', 'لم', 'يهدنى', 'ربى', 'لأكونن', 'من', 'القوم', 'الضالين']",18,86,866,55,Al-An'aam,Mecca,"Except 20, 23, 91, 93, 114, 151, 152, 153, from Medina"
